date,open,high,low,close,volume
2023-07-10,41.2,41.35,40.5,40.6,1330840
2023-07-11,41.1,41.2,40.55,40.6,1670950
2023-07-12,41.05,41.3,40.1,40.1,1998793
2023-07-13,40.0,41.25,40.0,40.6,2975278
2023-07-14,41.25,42.3,40.8,42.05,4017656
2023-07-17,42.05,42.85,41.25,42.1,5967310
2023-07-18,42.15,42.4,41.0,41.5,3629354
2023-07-19,41.8,43.95,41.8,43.2,11564222
2023-07-20,43.2,44.0,43.1,43.35,5621691
2023-07-21,43.0,43.15,42.55,42.7,2705216
2023-07-24,42.5,43.45,42.45,43.25,4127985
2023-07-25,43.5,44.3,42.6,42.6,4622008
2023-07-26,42.6,44.3,42.6,43.7,7671809
2023-07-27,44.25,45.8,43.9,45.0,20445990
2023-07-28,44.35,44.9,43.95,44.0,5770722
2023-07-31,44.95,44.95,42.35,42.65,4872942
2023-08-01,42.7,43.4,42.25,42.25,1940486
2023-08-02,42.25,42.9,40.8,41.15,3799812
2023-08-04,41.0,41.3,40.75,40.9,1964811
2023-08-07,41.1,42.0,40.8,41.95,1965549
2023-08-08,42.25,42.55,41.5,41.6,2555234
2023-08-09,41.35,41.4,40.75,40.9,1849607
2023-08-10,41.0,41.2,40.1,40.25,2082389
2023-08-11,40.5,40.7,40.1,40.25,1431245
2023-08-14,40.0,40.1,38.1,38.2,3136212
2023-08-15,39.1,39.65,38.5,39.1,1547593
2023-08-16,38.5,39.8,38.3,39.7,1420801
2023-08-17,39.35,40.35,39.3,40.2,994848
2023-08-18,40.2,40.4,39.3,39.85,1039411
2023-08-21,39.95,40.3,39.5,39.5,656105
2023-08-22,40.2,40.2,38.9,38.9,1175415
2023-08-23,39.45,39.45,38.85,38.95,989438
2023-08-24,39.5,39.7,38.75,38.95,1214623
2023-08-25,38.8,39.65,38.3,39.0,1149850
2023-08-28,39.25,39.5,38.8,38.95,947182
2023-08-29,39.35,39.85,39.05,39.65,1324856
2023-08-30,40.0,41.3,40.0,40.7,3425867
2023-08-31,41.0,43.2,40.9,41.35,6984346
2023-09-01,41.1,41.95,40.85,41.15,4513891
2023-09-04,41.7,42.65,41.5,42.4,4591427
2023-09-05,43.5,44.85,43.2,43.4,13327492
2023-09-06,44.0,44.7,42.75,43.5,7648108
2023-09-07,43.0,44.7,43.0,44.1,7748239
2023-09-08,43.75,43.85,42.3,42.35,5626741
2023-09-11,42.35,42.8,41.8,41.8,2567994
2023-09-12,42.15,42.65,41.8,42.0,1430986
2023-09-13,42.3,42.3,41.45,41.5,1653020
2023-09-14,41.9,43.45,41.9,43.25,4464688
2023-09-15,43.6,44.45,42.9,43.95,6095166
2023-09-18,43.2,44.05,43.15,43.15,2080379
2023-09-19,43.7,43.7,42.55,42.65,1935806
2023-09-20,42.6,43.2,42.4,42.4,1415400
2023-09-21,42.35,42.75,41.75,41.9,1643539
2023-09-22,41.5,42.15,41.3,42.0,1207808
2023-09-25,42.0,42.65,41.85,41.85,917516
2023-09-26,41.05,41.4,40.0,40.0,3975571
2023-09-27,39.8,39.9,39.35,39.8,1323773
2023-09-28,40.55,41.25,40.05,40.05,1888991
2023-10-02,40.55,41.95,40.4,41.6,3780020
2023-10-03,41.8,43.4,41.65,42.05,4666993
2023-10-04,41.7,42.45,41.5,41.55,1803406
2023-10-05,42.2,42.2,41.35,41.35,1196744
2023-10-06,41.4,43.8,41.2,43.45,6417565
2023-10-11,44.0,44.95,42.0,42.05,6851738
2023-10-12,42.1,44.2,42.1,43.75,5451848
2023-10-13,43.2,43.9,42.95,43.15,2185598
2023-10-16,43.1,43.15,42.0,42.1,1837140
2023-10-17,42.55,43.65,42.3,42.3,2678990
2023-10-18,42.95,43.45,42.05,42.2,5627230
2023-10-19,42.2,42.6,41.35,41.9,2886237
2023-10-20,41.6,41.65,40.25,41.25,2984791
2023-10-23,41.3,41.7,40.7,41.15,1405692
2023-10-24,41.15,41.45,40.55,41.1,1284684
2023-10-25,41.55,44.4,41.4,43.85,14987310
2023-10-26,42.7,43.35,41.8,41.8,5731268
2023-10-27,42.0,42.45,41.2,41.25,3230241
2023-10-30,41.55,42.9,41.4,42.3,3796263
2023-10-31,43.0,43.0,40.65,40.8,3337370
2023-11-01,41.45,42.1,40.85,41.4,2713851
2023-11-02,41.6,42.6,41.6,42.15,2638972
2023-11-03,42.7,42.8,41.65,41.7,2258573
2023-11-06,42.35,43.9,42.1,43.6,6671410
2023-11-07,43.9,44.45,43.5,43.95,12028909
2023-11-08,43.25,43.4,42.5,42.9,6141987
2023-11-09,43.2,43.2,42.35,42.6,2024729
2023-11-10,42.55,43.45,42.4,42.45,3374655
2023-11-13,43.0,44.0,42.8,44.0,5339741
2023-11-14,44.1,44.25,43.3,43.95,5139456
2023-11-15,44.2,45.4,43.8,43.95,13749049
2023-11-16,44.15,44.6,43.45,43.5,3745649
