date,open,high,low,close,volume
2023-07-24,154.5,155.0,151.0,155.0,402649
2023-07-25,156.0,158.0,153.5,155.5,321649
2023-07-26,156.0,156.0,153.0,153.0,284111
2023-07-27,153.0,156.0,153.0,154.0,229229
2023-07-28,154.0,159.5,154.0,157.5,467997
2023-07-31,158.5,163.0,157.0,160.0,844597
2023-08-01,174.0,176.0,172.0,175.5,5666711
2023-08-02,170.0,174.0,165.0,167.0,3580216
2023-08-04,169.0,182.5,168.0,179.5,4876444
2023-08-07,178.0,180.5,173.0,178.5,2379639
2023-08-08,176.5,178.0,172.0,173.5,1522601
2023-08-09,172.0,176.0,171.5,173.0,739464
2023-08-10,171.5,174.0,169.0,169.5,961617
2023-08-11,170.0,175.0,169.5,170.0,684314
2023-08-14,167.5,167.5,160.0,160.5,1203882
2023-08-15,162.5,163.5,159.0,159.0,628688
2023-08-16,156.0,160.0,156.0,158.0,477012
2023-08-17,157.5,161.0,155.0,159.5,560889
2023-08-18,157.5,162.0,155.5,156.5,788398
2023-08-21,158.0,159.5,156.5,158.0,325645
2023-08-22,159.5,159.5,155.5,155.5,549953
2023-08-23,157.5,158.0,155.5,158.0,486763
2023-08-24,155.0,156.0,153.0,153.5,622253
2023-08-25,152.0,152.0,150.0,150.5,370579
2023-08-28,151.0,151.0,145.0,149.0,595742
2023-08-29,150.5,151.5,149.5,151.0,266011
2023-08-30,152.5,152.5,150.5,150.5,296053
2023-08-31,150.0,153.0,150.0,153.0,262615
2023-09-01,152.0,157.0,152.0,154.5,864084
2023-09-04,154.5,158.0,154.5,156.0,368599
2023-09-05,156.0,159.0,156.0,158.0,444589
2023-09-06,158.0,159.5,156.5,158.0,433944
2023-09-07,157.0,158.5,156.0,156.5,305277
2023-09-08,154.5,154.5,152.0,153.0,336537
2023-09-11,153.5,153.5,151.0,151.5,277641
2023-09-12,152.5,153.5,151.0,153.0,249016
2023-09-13,152.5,154.5,152.5,154.5,182092
2023-09-14,155.0,156.5,154.0,156.0,321887
2023-09-15,156.0,157.5,155.5,157.0,331760
2023-09-18,155.5,156.5,155.0,156.5,193944
2023-09-19,156.5,157.0,153.0,153.5,369460
2023-09-20,153.0,153.5,150.0,151.0,412772
2023-09-21,150.5,150.5,146.0,147.0,589614
2023-09-22,146.5,147.0,145.5,147.0,312521
2023-09-25,147.0,147.5,146.0,147.0,188411
2023-09-26,147.0,148.0,145.0,145.0,385402
2023-09-27,145.0,145.0,143.0,144.5,287221
2023-09-28,145.5,146.5,145.0,146.0,223052
2023-10-02,146.0,148.0,146.0,147.5,172697
2023-10-03,147.0,147.5,145.0,145.5,238557
2023-10-04,145.0,145.0,143.0,143.5,290711
2023-10-05,144.5,146.5,144.5,146.0,187284
2023-10-06,146.0,147.0,145.5,145.5,186881
2023-10-11,145.0,145.0,139.0,139.0,709424
2023-10-12,141.0,143.5,139.5,143.0,322902
2023-10-13,143.0,144.5,143.0,144.0,140167
2023-10-16,144.0,145.0,142.0,142.0,175992
2023-10-17,143.0,145.0,142.5,143.0,197257
2023-10-18,142.5,145.0,141.0,145.0,412352
2023-10-19,143.0,144.0,141.0,141.5,274048
2023-10-20,139.5,140.5,137.5,139.0,274637
2023-10-23,138.5,141.5,138.5,139.0,109894
2023-10-24,140.0,141.0,138.5,141.0,107954
2023-10-25,141.0,142.5,140.5,141.5,140728
2023-10-26,139.5,140.5,139.0,139.0,128495
2023-10-27,140.0,141.0,139.0,139.0,67296
2023-10-30,139.0,140.0,139.0,139.5,44997
2023-10-31,140.0,140.0,136.0,136.5,265074
2023-11-01,136.5,138.5,136.0,137.5,142585
2023-11-02,138.5,141.5,138.5,140.5,119401
2023-11-03,142.0,142.0,139.5,141.5,128415
2023-11-06,142.0,143.5,142.0,143.0,114291
2023-11-07,142.5,144.0,142.0,144.0,111602
2023-11-08,143.5,145.0,143.0,143.5,197689
2023-11-09,144.0,144.5,143.0,143.0,129885
2023-11-10,142.5,142.5,140.0,141.0,160542
2023-11-13,142.0,143.0,142.0,142.0,107138
2023-11-14,142.0,142.5,141.0,142.0,134340
2023-11-15,143.0,144.0,142.0,142.5,261489
2023-11-16,142.5,143.0,141.5,141.5,125274
2023-11-17,141.5,143.0,141.5,142.0,165261
2023-11-20,142.0,143.5,142.0,143.5,114254
2023-11-21,143.5,147.0,143.5,146.0,406225
2023-11-22,145.0,146.5,145.0,145.5,130788
2023-11-23,145.0,146.0,144.0,145.0,189468
2023-11-24,145.0,150.0,145.0,146.5,443355
2023-11-27,146.5,148.0,145.0,145.0,197761
2023-11-28,145.0,147.0,145.0,147.0,118743
2023-11-29,147.5,157.0,147.0,156.5,2127515
2023-11-30,156.5,156.5,153.0,153.5,963320
2023-12-01,154.5,156.0,153.5,154.5,710462
2023-12-04,153.0,158.0,153.0,156.5,693199
2023-12-05,155.5,161.0,155.0,158.5,1698511
2023-12-06,158.5,160.0,156.5,157.5,726967
2023-12-07,156.5,160.0,155.5,155.5,542358
2023-12-08,157.5,163.0,155.5,161.5,1796485
2023-12-11,162.0,162.5,159.0,160.0,811627
2023-12-12,160.5,161.0,159.0,159.5,554475
2023-12-13,159.5,165.0,159.5,164.5,1275523
2023-12-14,164.5,166.5,161.0,162.5,1097424
2023-12-15,162.5,164.0,161.0,161.0,733438
2023-12-18,162.0,163.0,161.0,161.0,394233
2023-12-19,161.5,163.0,157.5,158.5,632381
2023-12-20,159.0,159.5,157.0,158.0,266842
2023-12-21,158.0,159.5,155.5,157.5,235788
2023-12-22,157.0,158.0,155.5,156.5,218562
2023-12-25,158.0,158.5,157.0,157.0,116247
2023-12-26,158.5,159.0,157.5,158.0,200384
2023-12-27,160.5,166.0,160.5,165.0,2021882
2023-12-28,166.5,168.0,163.5,166.5,1318443
2023-12-29,165.0,171.5,165.0,168.0,1651328
2024-01-02,169.0,171.5,167.0,168.0,808421
2024-01-03,167.0,167.0,163.0,165.0,679507
2024-01-04,164.0,165.0,161.5,162.5,495585
2024-01-05,165.0,165.0,161.0,161.0,255262
2024-01-08,161.5,162.5,159.0,159.5,342566
2024-01-09,160.5,163.0,159.5,159.5,238440
2024-01-10,158.0,159.0,156.0,158.0,328313
2024-01-11,158.5,164.0,155.5,160.0,551456
2024-01-12,160.0,160.0,158.0,158.0,199802
2024-01-15,159.0,162.5,158.5,160.5,239242
2024-01-16,160.0,160.5,158.0,158.5,253696
2024-01-17,158.0,160.5,157.5,159.0,357001
2024-01-18,159.0,159.5,156.0,156.0,313900
2024-01-19,156.5,158.0,156.0,158.0,183808
2024-01-22,158.5,160.5,158.0,160.0,192094
2024-01-23,160.0,162.0,159.5,162.0,263332
2024-01-24,162.0,163.5,161.0,163.5,489862
2024-01-25,164.0,164.5,162.0,162.5,479377
2024-01-26,162.5,163.5,162.0,162.0,295446
2024-01-29,160.5,161.0,159.0,159.5,302682
2024-01-30,161.0,161.0,158.0,160.0,263857
2024-01-31,159.0,160.5,159.0,159.0,205889
2024-02-01,159.0,161.0,159.0,160.5,272108
2024-02-02,160.5,162.5,160.0,160.5,245651
2024-02-05,160.5,160.5,158.5,158.5,209852
2024-02-15,158.5,161.0,154.0,158.0,662478
2024-02-16,157.5,165.5,157.5,164.0,1153354
2024-02-19,165.0,170.0,164.5,167.5,1028694
2024-02-20,166.5,168.0,163.5,164.5,529561
2024-02-21,164.0,169.0,162.5,168.5,893060
2024-02-22,169.0,169.0,166.0,167.5,581985
2024-02-23,168.0,168.0,164.5,164.5,602977
2024-02-26,164.5,168.5,164.5,167.0,439501
2024-02-27,167.0,175.0,167.0,172.5,2808496
2024-02-29,172.0,174.5,169.0,170.0,1406453
2024-03-01,171.0,176.0,171.0,172.5,1382221
2024-03-04,173.5,179.0,173.5,176.0,1764890
2024-03-05,177.0,177.5,173.5,177.0,678839
2024-03-06,177.0,181.0,176.5,177.0,1726257
2024-03-07,178.0,178.5,172.5,173.5,952807
2024-03-08,173.5,175.0,169.0,171.0,944815
2024-03-11,169.0,172.0,166.5,167.0,561642
2024-03-12,168.0,169.0,167.0,168.0,326885
2024-03-13,168.0,169.0,164.0,164.0,542849
2024-03-14,164.0,169.0,162.0,165.5,726114
2024-03-15,165.0,166.5,163.5,164.0,279373
2024-03-18,165.0,167.5,164.5,167.0,204614
2024-03-19,167.0,168.5,165.0,165.0,246831
2024-03-20,165.0,167.0,165.0,165.5,269888
2024-03-21,166.5,171.5,166.0,170.5,626099
