date,open,high,low,close,volume
2023-07-18,29.05,29.05,28.2,28.25,23972570
2023-07-19,28.4,28.5,27.85,27.95,18237599
2023-07-20,28.0,28.25,27.65,27.8,12342072
2023-07-21,27.2,27.6,26.8,27.45,43246486
2023-07-24,27.3,27.4,27.05,27.25,11824727
2023-07-25,27.45,27.5,27.1,27.15,11050662
2023-07-26,27.2,27.3,26.8,26.8,17671295
2023-07-27,27.25,28.2,27.2,28.2,35114477
2023-07-28,28.5,28.9,28.2,28.6,41758230
2023-07-31,29.0,30.25,29.0,29.35,114785284
2023-08-01,29.95,30.1,29.25,29.3,39797135
2023-08-02,29.1,29.1,28.0,28.1,32421187
2023-08-04,27.85,27.85,26.35,27.25,107595436
2023-08-07,27.3,27.75,27.1,27.7,20548397
2023-08-08,27.8,27.8,27.05,27.1,19454017
2023-08-09,26.95,27.3,26.6,27.05,30335652
2023-08-10,27.05,27.15,26.65,26.8,20272864
2023-08-11,27.1,27.1,26.6,26.8,10883485
2023-08-14,26.55,26.6,25.3,25.45,40231924
2023-08-15,26.2,26.45,26.0,26.15,18444730
2023-08-16,25.7,25.8,25.45,25.65,17322562
2023-08-17,25.35,25.9,25.05,25.9,20767752
2023-08-18,25.95,26.2,25.45,25.65,15750902
2023-08-21,25.8,25.85,25.15,25.5,18746956
2023-08-22,25.55,25.9,25.25,25.25,17027003
2023-08-23,25.25,25.75,25.1,25.7,15205459
2023-08-24,26.15,26.4,25.8,26.25,21771291
2023-08-25,26.05,26.1,25.7,25.75,11328599
2023-08-28,25.85,25.85,25.35,25.45,9961739
2023-08-29,25.75,26.2,25.55,26.2,15448187
2023-08-30,26.8,26.8,26.0,26.3,31085697
2023-08-31,26.45,26.8,26.3,26.35,20027197
2023-09-01,26.7,27.25,26.6,27.1,37122144
2023-09-04,26.8,27.2,26.7,27.15,16264767
2023-09-05,27.3,27.6,27.0,27.2,26147357
2023-09-06,27.2,27.2,26.7,26.85,14402481
2023-09-07,26.75,27.25,26.7,26.9,14240672
2023-09-08,27.0,27.15,26.65,26.7,10439885
2023-09-11,26.95,26.95,26.4,26.45,10159168
2023-09-12,26.7,27.0,26.5,26.9,8363365
2023-09-13,26.95,27.0,26.65,26.95,9027873
2023-09-14,27.1,27.3,27.05,27.3,16462162
2023-09-15,27.55,28.15,27.35,28.15,47298449
2023-09-18,28.0,28.3,27.7,27.8,23103903
