date,open,high,low,close,volume
2023-07-18,56.6,59.5,52.2,52.7,157480937
2023-07-19,54.1,55.0,52.2,55.0,62290064
2023-07-20,55.1,56.4,54.0,54.4,51878520
2023-07-21,53.0,54.3,52.6,53.3,33765329
2023-07-24,53.6,53.6,51.0,51.7,33258177
2023-07-25,51.9,53.3,51.8,51.8,35234587
2023-07-26,51.3,52.7,50.8,51.8,57833690
2023-07-27,51.9,54.7,51.6,54.4,73010427
2023-07-28,54.4,55.5,53.5,54.9,56885535
2023-07-31,57.0,59.3,54.7,55.5,134472529
2023-08-01,56.9,57.6,54.0,54.2,71112901
2023-08-02,54.3,54.7,49.95,51.2,68256417
2023-08-04,51.2,52.3,50.6,52.3,23983694
2023-08-07,52.4,54.9,52.0,54.6,35472307
2023-08-08,54.7,55.2,53.1,54.3,30927570
2023-08-09,53.9,54.9,52.1,52.9,27666409
2023-08-10,53.1,54.3,50.4,50.9,69626941
2023-08-11,51.4,51.8,50.7,50.9,21265071
2023-08-14,50.6,50.8,48.8,49.1,28905399
2023-08-15,49.9,51.4,49.85,50.8,19608910
2023-08-16,50.4,51.0,49.7,50.6,15981725
2023-08-17,50.8,52.3,49.85,51.9,24298216
2023-08-18,51.9,52.6,50.0,50.2,22880798
2023-08-21,51.0,51.2,50.1,50.4,11990769
2023-08-22,51.0,51.2,49.25,49.9,21911485
2023-08-23,49.9,50.3,47.6,47.85,43069593
2023-08-24,48.25,48.7,47.1,47.1,30648158
2023-08-25,46.95,47.65,46.7,46.85,16890869
2023-08-28,47.2,47.35,45.7,46.35,16477118
2023-08-29,46.7,46.8,46.1,46.55,9269703
2023-08-30,47.05,47.25,46.35,46.45,10887082
2023-08-31,46.7,46.7,45.9,46.45,10362219
2023-09-01,46.6,47.95,46.35,46.35,24439372
2023-09-04,46.2,46.4,44.85,45.9,21917396
2023-09-05,46.25,47.6,46.25,47.2,25833878
2023-09-06,47.45,47.65,47.05,47.35,12858533
2023-09-07,47.3,47.6,46.9,47.0,7168274
2023-09-08,47.0,47.0,45.8,45.8,10170369
2023-09-11,45.8,46.15,44.0,44.85,15044800
2023-09-12,46.8,48.0,45.35,45.4,45422151
2023-09-13,45.1,45.7,44.8,45.05,10266340
2023-09-14,45.6,45.75,45.05,45.7,10997378
2023-09-15,46.0,46.35,45.65,45.75,11166509
2023-09-18,45.5,45.5,44.55,44.65,10059286
2023-09-19,44.7,45.0,43.35,43.4,14965826
2023-09-20,43.4,44.05,43.05,43.15,10939325
2023-09-21,43.2,43.25,42.1,42.6,12443772
2023-09-22,42.6,43.6,42.25,43.5,9530903
2023-09-25,43.55,43.85,43.15,43.45,5758576
2023-09-26,43.5,43.95,43.15,43.2,5652828
2023-09-27,43.1,43.35,42.7,43.1,5347274
2023-09-28,43.45,44.35,43.4,43.7,9000974
2023-10-02,44.55,45.8,44.4,45.45,18732114
2023-10-03,45.2,45.3,44.2,44.2,11325287
2023-10-04,43.65,44.0,43.25,43.85,6000043
2023-10-05,44.35,44.8,44.0,44.3,5899287
2023-10-06,44.7,44.7,43.6,43.7,6238851
2023-10-11,44.1,44.15,42.35,42.35,10075466
2023-10-12,43.65,44.65,43.05,43.45,15095002
2023-10-13,43.4,43.85,42.7,42.8,7683072
2023-10-16,42.6,42.6,40.85,41.45,16351860
2023-10-17,41.8,42.1,40.6,40.7,9426454
2023-10-18,40.8,40.85,39.8,39.95,11215811
2023-10-19,39.8,40.3,39.3,39.7,9867514
2023-10-20,39.7,39.7,38.6,39.4,9682385
2023-10-23,39.15,40.15,38.9,39.5,6354458
2023-10-24,39.75,40.05,39.25,40.0,5507096
2023-10-25,40.25,40.4,39.7,39.7,5581285
2023-10-26,39.1,39.4,38.8,38.95,5058535
2023-10-27,39.1,39.2,38.5,38.55,6055768
2023-10-30,38.6,39.95,38.6,39.2,5943728
2023-10-31,39.65,39.75,38.0,38.0,8939997
2023-11-01,38.5,38.6,37.55,38.0,5818691
2023-11-02,38.5,39.0,38.35,38.6,5435215
2023-11-03,39.05,39.5,38.7,38.8,5502899
2023-11-06,39.1,39.6,39.1,39.55,5165568
2023-11-07,39.55,39.85,39.2,39.2,4869992
2023-11-08,39.65,40.2,39.3,39.55,6778289
2023-11-09,39.75,39.75,38.9,39.0,4181043
2023-11-10,39.0,39.3,38.75,39.1,3805942
2023-11-13,38.1,38.55,37.0,38.4,13971959
2023-11-14,38.05,38.2,37.05,37.15,17466665
2023-11-15,37.5,38.6,37.5,38.35,16118284
2023-11-16,38.7,39.65,38.65,39.45,16032069
2023-11-17,39.5,39.7,38.6,38.95,11939999
2023-11-20,38.95,39.6,38.6,39.45,8926486
2023-11-21,39.7,40.9,39.5,40.7,23670339
2023-11-22,41.4,44.75,41.2,44.1,107621711
2023-11-23,44.25,45.85,43.6,43.75,116486877
2023-11-24,43.85,44.35,42.85,43.7,32546842
2023-11-27,43.75,44.1,42.2,42.3,22884500
