date,open,high,low,close,volume
2023-07-10,250.0,256.0,247.5,253.5,23796603
2023-07-11,260.0,269.5,258.0,262.0,27472994
2023-07-12,262.0,264.5,257.5,260.5,16504995
2023-07-13,270.5,286.0,265.5,268.5,37677202
2023-07-14,276.0,295.0,271.5,295.0,33763719
2023-07-17,305.0,324.5,303.0,319.0,40051801
2023-07-18,329.5,338.5,305.5,314.0,38714009
2023-07-19,324.0,344.5,317.5,329.0,39369400
2023-07-20,335.5,345.0,326.0,345.0,24845143
2023-07-21,338.0,379.5,337.5,379.5,42134626
2023-07-24,389.5,403.0,371.5,377.5,41698717
2023-07-25,374.0,389.0,374.0,377.5,5620309
2023-07-26,350.0,350.0,340.0,340.0,6098955
2023-07-27,322.0,331.0,310.0,331.0,13865591
2023-07-28,323.0,325.0,310.5,319.5,7468048
2023-07-31,324.5,334.5,298.5,326.0,10196561
2023-08-01,328.5,328.5,311.5,312.0,3876178
2023-08-02,308.0,315.0,281.0,281.0,7597699
2023-08-04,274.5,288.0,267.0,281.5,8011362
2023-08-07,286.5,309.5,285.0,307.5,5848931
2023-08-08,307.0,307.0,287.5,295.5,4718722
2023-08-09,289.0,307.0,289.0,301.0,3426888
2023-08-10,296.5,298.5,275.0,280.0,5379702
2023-08-11,286.0,304.5,285.0,293.5,22073399
2023-08-14,291.0,308.5,290.5,304.0,21319796
2023-08-15,322.5,334.0,316.0,334.0,22967828
2023-08-16,333.5,346.0,325.0,341.0,34829584
2023-08-17,339.5,373.0,336.5,357.0,36893563
2023-08-18,357.5,367.0,321.5,328.0,40719679
2023-08-21,344.5,348.0,329.5,335.5,23968104
2023-08-22,350.5,352.0,339.5,341.0,19503326
2023-08-23,343.0,344.0,324.0,340.5,25494551
2023-08-24,352.0,356.0,326.5,333.0,29191729
2023-08-25,320.5,345.0,320.0,334.0,25985737
2023-08-28,340.5,342.0,323.0,335.0,17462325
2023-08-29,339.0,344.5,331.0,335.5,15091305
2023-08-30,342.0,356.5,341.0,342.0,30869297
2023-08-31,341.5,349.5,339.5,345.0,14220239
2023-09-01,349.0,357.0,334.5,335.0,24844316
2023-09-04,340.5,345.0,336.0,345.0,14680632
2023-09-05,344.0,357.5,339.5,357.0,21348861
2023-09-06,359.5,372.0,352.0,367.0,29479436
2023-09-07,365.0,374.0,358.0,369.5,24155328
2023-09-08,364.0,366.5,353.0,360.0,24102409
2023-09-11,363.5,366.5,340.5,346.5,24607667
2023-09-12,351.0,353.0,321.5,325.5,26466599
2023-09-13,328.0,348.0,322.0,348.0,26302613
2023-09-14,354.0,360.5,348.5,356.5,27401085
2023-09-15,362.0,365.0,338.0,338.0,33526552
2023-09-18,335.5,346.0,333.0,344.5,15401104
2023-09-19,345.0,345.0,317.5,322.5,21342928
2023-09-20,323.0,326.5,312.0,315.5,18808621
2023-09-21,312.0,312.5,295.0,298.0,27293697
2023-09-22,295.0,307.5,291.5,304.5,23646848
2023-09-25,306.0,318.0,303.5,309.5,17403278
2023-09-26,311.5,315.0,303.0,303.0,14878396
2023-09-27,300.0,306.5,295.0,306.0,19229417
2023-09-28,308.5,314.5,304.0,306.0,13032398
2023-10-02,312.0,319.0,310.5,312.5,14558337
2023-10-03,314.0,316.0,303.0,304.0,11575666
2023-10-04,299.0,304.5,297.5,303.0,9218495
2023-10-05,306.0,321.5,304.0,321.0,22753360
2023-10-06,321.0,323.0,315.0,323.0,13672103
2023-10-11,329.0,344.5,328.0,331.0,30425526
2023-10-12,337.5,345.0,334.0,345.0,22810624
2023-10-13,342.0,344.0,332.0,343.0,17713191
2023-10-16,342.0,350.0,334.0,350.0,21644404
2023-10-17,356.5,367.0,349.5,352.5,38625836
2023-10-18,353.5,358.5,341.0,351.0,26067764
2023-10-19,347.5,350.0,335.0,343.0,22570236
2023-10-20,337.5,341.0,330.0,334.5,16781200
2023-10-23,332.0,342.0,327.0,338.5,20796954
2023-10-24,340.0,342.5,331.5,339.5,19274394
2023-10-25,335.0,336.0,325.0,325.0,29827538
2023-10-26,312.0,325.0,311.0,318.0,16762207
2023-10-27,320.0,320.0,306.5,308.5,17205452
2023-10-30,310.5,326.0,310.0,326.0,13542309
2023-10-31,325.5,331.0,300.5,302.0,25864932
2023-11-01,309.0,312.0,296.0,302.5,20142380
2023-11-02,314.5,324.5,311.0,324.0,19322185
2023-11-03,325.5,330.0,320.0,322.0,17522323
2023-11-06,328.5,332.5,327.0,332.0,12780340
2023-11-07,330.0,330.5,323.5,328.5,9774763
2023-11-08,327.5,337.0,324.0,335.5,14144892
2023-11-09,332.5,334.0,327.0,333.5,9845465
2023-11-10,331.0,337.5,322.5,323.5,13253963
2023-11-13,329.5,337.5,328.0,334.0,15533411
2023-11-14,336.5,340.0,330.0,331.0,10844541
2023-11-15,337.5,340.5,320.5,320.5,17664097
2023-11-16,323.5,324.0,316.0,319.5,9833757
2023-11-17,324.5,351.0,324.0,351.0,34857100
2023-11-20,361.0,361.5,344.5,345.0,34385684
2023-11-21,351.5,352.5,342.0,342.5,13563587
2023-11-22,342.0,354.5,340.0,346.0,20762426
2023-11-23,350.5,350.5,329.0,336.0,21171814
2023-11-24,337.5,344.5,335.0,344.0,13701974
2023-11-27,346.0,348.0,328.5,331.0,14174417
2023-11-28,333.5,363.5,331.5,361.0,29517984
2023-11-29,360.0,388.0,352.0,380.0,46982364
2023-11-30,380.0,388.0,372.0,385.5,28995455
2023-12-01,383.0,396.0,377.0,391.0,23630085
2023-12-04,392.0,393.5,374.5,380.0,23573533
2023-12-05,376.5,380.0,361.0,363.5,19560015
2023-12-06,365.5,375.5,361.5,361.5,17325198
2023-12-07,360.5,369.0,353.0,357.5,14954856
2023-12-08,364.5,370.0,356.0,370.0,18914890
2023-12-11,369.0,375.0,361.0,361.5,14412402
2023-12-12,369.0,391.0,367.5,382.5,37979210
2023-12-13,375.5,378.5,368.0,368.0,28263259
2023-12-14,376.0,378.5,365.0,369.0,22596993
2023-12-15,374.0,376.0,361.0,361.0,17547010
2023-12-18,361.0,375.5,359.5,367.0,17145748
2023-12-19,367.0,374.0,364.0,373.5,15182354
2023-12-20,374.5,376.5,365.5,365.5,15056539
2023-12-21,361.0,363.0,348.5,350.5,20907835
2023-12-22,354.0,360.0,352.5,358.0,11875520
2023-12-25,361.5,361.5,354.0,357.0,7030048
2023-12-26,357.0,366.5,356.5,361.0,9663316
2023-12-27,362.5,365.0,358.0,362.5,8678285
2023-12-28,365.0,368.5,350.5,354.5,14008829
2023-12-29,355.5,357.5,351.5,357.0,7472358
2024-01-02,357.0,360.0,350.5,360.0,10158006
2024-01-03,356.0,373.0,355.0,373.0,25465866
2024-01-04,373.0,373.5,364.5,372.0,14456299
2024-01-05,371.5,385.0,370.0,384.0,27054167
2024-01-08,384.0,389.5,374.0,377.0,19058700
2024-01-09,383.0,388.0,372.5,375.5,21022423
2024-01-10,378.0,387.0,374.5,387.0,15543537
2024-01-11,388.5,425.0,385.5,422.5,49637837
2024-01-12,420.0,433.5,412.5,421.5,34689729
2024-01-15,425.0,427.0,408.5,411.5,17195704
